image_url,parent_asin,title,main_category,details
https://m.media-amazon.com/images/I/619OdFd-1HL._AC_SL1000_.jpg,B00SX5JWSK,CP 2-In-1 Hard Hybrid Silicone Case with Diamond Stud for Huawei Tribute/Y536A1 - Non-Retail Packaging - Red/Black,Cell Phones & Accessories,"Description: 2 in 1 Silicone Skin and Hard Shield Fusion Case, protect your phone from scratches and drops.
Features: Made with High Quality Silicone skin/Plastic Hard Case. Personalize and Protector your Cellphone with this two materials stylish cover. No Tool or Instructions Needed to Install. Perfect Fit for Huawei Tribute/Y536A1
{""Product Dimensions"": ""5.4 x 2.5 x 0.5 inches"", ""Item Weight"": ""2.56 ounces"", ""Item model number"": ""HUAY536A1HYDL03"", ""Other display features"": ""Wireless"", ""Color"": ""red/black"", ""Manufacturer"": ""CP"", ""Date First Available"": ""February 15, 2015"", ""Brand"": ""CP"", ""Package Type"": ""Standard Packaging"", ""Item Dimensions LxWxH"": ""5.4 x 2.5 x 0.5 inches""}"
https://m.media-amazon.com/images/I/61WC6GwvYDL._AC_SL1000_.jpg,B08C82CVM2,Peace Love Sunshine Sunflower PopSockets PopGrip: Swappable Grip for Phones & Tablets,Cell Phones & Accessories,"Description: What are PopSockets? PopSockets are expanding grips and stands that attach to most phones, tablets, and cases. Add a single PopSocket, or a pair of PopSockets, to the back of almost any mobile device to transform its capabilities. PopSockets ""pop"" whenever you need a grip, a Stand, an earbud-management system, or just something to play with. Remove your PopSocket by Pulling slowly on the base; you can reposition and Reattach time and time again. You'll always have the exact grip or Stand you need.
Features: Peace Love Sunshine features a peace sign, a heart & a sunflower. Cute sunflower for women, men, kids, girls, wife, sister, daughter, mom, sunflower lovers or anyone who love sunshine Do you or someone you know love Sunshine and sunflower? Then get this sunflower lover gifts for birthday, summer, christmas or holiday present or everyday. PopGrip with swappable top; switch out your PopTop for another design or remove it completely for wireless charging capabilities. (Not compatible with Apple MagSafe wireless charger or MagSafe wallet.) Expandable stand to watch videos, take group photos, FaceTime, and Skype handsfree. Advanced adhesive allows you to remove and reposition on most devices and cases. Note: Will not stick to some silicone, waterproof, or highly textured cases. Works best with smooth, hard plastic cases. Will adhere to iPhone 11, but not to the iPhone 11 Pro nor the iPhone 11 ProMax without a suitable case.
{""Package Dimensions"": ""4.3 x 3.4 x 0.3 inches"", ""Item Weight"": ""0.48 ounces"", ""Item model number"": ""260027"", ""Best Sellers Rank"": {""Cell Phones & Accessories"": 126954, ""Cell Phone Stands"": 5717}, ""Other display features"": ""Wireless"", ""Color"": ""Black"", ""Whats in the box"": ""PopSockets"", ""Manufacturer"": ""PopSockets"", ""Date First Available"": ""July 2, 2020"", ""Brand"": ""Peonily Designs"", ""Material"": ""Silicone"", ""Installation Type"": ""Swappable Top"", ""Mounting Type"": ""Pop Socket""}"
https://m.media-amazon.com/images/I/61H8YW4kn-L._AC_SL1500_.jpg,B07YTYFBCT,"[2 Pack] Camera Screen Protector for iPhone 11 Pro / 11 Pro Max 5.8/6.5 Inch (2019), 0.3MM Thin Organic Tempered Glass Camera Lens Protector for iPhone 11 Pro Max (Gold)",Cell Phones & Accessories,"Features: 【Cut precisely】Specially Designed for iPhone 11 Pro Max (6.5 inch 2019) and iPhone 11 Pro (5.8 inch 2019) Camera Lens. 【High transparency】High-definition and transparent, does not affect the video shooting effect,let you have a good visual experience. High transparency ensures the original high resolution of pictures and videos. 【Easy to install】Wipe the lens,peel off the entire bottom without touching the viscous circle,carefully align the space to set the lens protector on the camera lens of the mobile phone. 【Maximum protection】This is soft tempered glass material, ( NOT plastic material) high durability, scratch resistance - surface hardness 9h. No bubbles will be generated and no residues will be left after removal. Not leave fingerprints. 【Service】We provide 24-hour customer service, 30-day return and refund policy for you. If you have any questions, please contact our customer service staff before leaving a comment, you will solve your problem within 24 hours.Thank you very much!
Details: {""Package Dimensions"": ""5.2 x 3.31 x 0.51 inches"", ""Item Weight"": ""0.845 ounces"", ""Color"": ""Gold"", ""Manufacturer"": ""SMAPP"", ""Date First Available"": ""October 15, 2019"", ""Brand"": ""SMAPP"", ""Compatible Devices"": ""Cellphone"", ""Material"": ""Glass"", ""Item Hardness"": ""9H"", ""Compatible Phone Models"": ""iPhone 11 Pro"", ""Finish Type"": ""Tempered"", ""Screen Size"": ""5.8 Inches"", ""Screen Surface Description"": ""Matte"", ""Number of Items"": ""2""}"
https://m.media-amazon.com/images/I/71F-2Hx4QoL._AC_SL1200_.jpg,B01MTQ79AT,"Moto E (2nd Gen) Case, khytech [Cash Slots] [Photo booth] Smooth Scrub Leather Back Magnetic Wallet Case Cover for Motorola Moto E (2nd Generation) [Green]",Cell Phones & Accessories,"Features: This case is fit for Motorola Moto E (2nd Generation) ,not fit for other models!! If you need other model ,please search ""khytech"" ,You can find what you need. 100% Brand New,High Quality The case designed for special occasions, where you want to keep your phone, photo, credit cards and your cash in a light weight bag. Quick fasten and access without any hassle, keep the case closed when not in use, Ultra-thin design without bulky feel. Built as a debit or credit card carrier, it is very effective for securing all types of cards and currency notes you can carry.
Details: {""Product Dimensions"": ""5.6 x 2.61 x 0.51 inches"", ""Item Weight"": ""0.33 ounces"", ""Other display features"": ""Wireless"", ""Color"": ""U306-Green"", ""Manufacturer"": ""Khytech"", ""Date First Available"": ""November 21, 2016"", ""Brand"": ""Khytech"", ""Compatible Phone Models"": ""Moto E (2nd Gen), Motorola Moto E (2nd Generation)"", ""Compatible Devices"": ""Motorola Moto E"", ""Item Dimensions LxWxH"": ""5.6 x 2.61 x 0.51 inches""}"
https://m.media-amazon.com/images/I/710QfuO55nL._AC_SL1001_.jpg,B00OZF3MBA,Natural real italian Leather Case for Apple Iphone 6 Book Wallet Cover Handmade!,Cell Phones & Accessories,"Description: Material: Genuine cowhide Leather  Package include:1Xiphone 6(4.7inch) cover  Product Features:  Easy to insert and remove.  Design to perfectly fit your phone.
Features: HANDMADE natural cowhide Leather Stand Case fit apple iphone 6(4.7inch).the leather are imported from Italy phone holder is made of silicone,it is stitch with the case.never worry it will fall apart from the wallet. The top slot with a see-through plastic cover is perfect for a drivers license or other type of ID Tough stitching.Lines are straight,Quality Leather Hand Made by professional artisans.it will only get better with age.Imbedded Leather Casing for Additional Grip and Protection against Drops.
{""Package Dimensions"": ""7.1 x 3.4 x 0.7 inches"", ""Item Weight"": ""2.4 ounces"", ""Other display features"": ""Wireless"", ""Color"": ""Light brown"", ""Manufacturer"": ""polare international"", ""Date First Available"": ""October 29, 2014""}"
https://m.media-amazon.com/images/I/71QCGlMM-3L._AC_SL1500_.jpg,B075363DS2,Caseology Apex for Apple iPhone 8 Case (2017) / for iPhone 7 Case (2016) - Burgundy,All Electronics,"Features: Slim modern case with geometric design and dual layer protection Durable combination of impact resistant PC frame + shock absorbing TPU cover Responsive button covers, precise cutouts and raised lip & camera bezel protection Slim cover that provides complete coverage against the occasional drop Caseology Apex Designed for Apple iPhone 8 Case / Designed for Apple iPhone 7 Case
Details: {""Package Dimensions"": ""6.26 x 3.58 x 0.59 inches"", ""Item Weight"": ""3.94 ounces"", ""Item model number"": ""CO-IP7S-APX-CH"", ""Is Discontinued By Manufacturer"": ""No"", ""Special features"": ""Shock-Absorbent"", ""Other display features"": ""CE"", ""Form Factor"": ""Bumper"", ""Color"": ""Burgundy"", ""Manufacturer"": ""Caseology"", ""Date First Available"": ""August 23, 2017"", ""Brand"": ""Caseology"", ""Compatible Phone Models"": ""iPhone 8, iPhone 7"", ""Material"": ""Polycarbonate, Thermoplastic Polyurethane""}"
https://m.media-amazon.com/images/I/51g0b-4UkIL._AC_SL1000_.jpg,B07KCDF1T7,"Arrkn Car Phone Mount, Both Modes (Air Vent/CD Slot) One-Touch Design Universal Car Holder for Google Nexus, iPhone Xs/Xr/8Plus/7/6s//5S, Galaxy S5/S6/S7/S8, Huawei and More",Cell Phones & Accessories,"Features: 
Details: {""Package Dimensions"": ""3.6 x 3.6 x 2.1 inches"", ""Item Weight"": ""0.81 ounces"", ""Item model number"": ""4351536645"", ""Is Discontinued By Manufacturer"": ""No"", ""Other display features"": ""Wireless"", ""Date First Available"": ""November 21, 2018"", ""Brand"": ""Arrkn"", ""Compatible Devices"": ""Smartphones"", ""Compatible Phone Models"": ""IPhone XR, IPhone XS, IPhone 6S, Samsung Galaxy S6, Samsung Galaxy S5, Samsung Galaxy S8, Apple iPhone 5s, Samsung Galaxy S7, Apple iPhone 8 PlusIPhone XR, IPhone XS, IPhone 6S, Samsung Galaxy S6, Samsung Galaxy S5, Samsung Galaxy S8, Apple iPhone 5s, Samsung Galaxy S7, Apple iPhone 8 Plus  See more"", ""Mounting Type"": ""Vent"", ""Vehicle Service Type"": ""Automobile""}"
https://m.media-amazon.com/images/I/71a9uiT-jQL._AC_SL1400_.jpg,B08F4FXWQ8,"Ubrokeifixit Compatible Rear Panel Back Housing Door Cover Replacement with NFC Chip for LG G Stylo LS770 H634 MS631/G4 Stylus H631 H635 H540 5.7""(NOT for LG G4) (Frosted-Gray)",Cell Phones & Accessories,"Description: If your cellphone rear panel back cover has crackes or flaws;
Features: Compatible with: for LG G Stylo LS770 H634 MS631/G4 Stylus H631 H635 H540 5.7"" etc. All Phone carriers versions Installation instructions be not included ; Please confirm you can install by yourself. Not responsible for any damages to your cellphone that you may cause during the changing of replacement parts Logo on the rear cover. Rear back cover with NFC Chip.
{""Package Dimensions"": ""6.57 x 5 x 0.51 inches"", ""Item Weight"": ""0.634 ounces"", ""Best Sellers Rank"": {""Cell Phones & Accessories"": 363512, ""Cell Phone Basic Cases"": 172001}, ""Other display features"": ""Wireless"", ""Form Factor"": ""Bumper"", ""Color"": ""Frosted-Gray"", ""Manufacturer"": ""ubrokeifixit"", ""Date First Available"": ""April 3, 2019"", ""Brand"": ""ubrokeifixit"", ""Compatible Phone Models"": ""LG G Stylo LS770 H634 MS631/G4 Stylus H631 H635 H540 5.7\"""", ""Pattern"": ""Solid""}"
https://m.media-amazon.com/images/I/61f9Aqty2xL._AC_SL1200_.jpg,B00MUQJORC,"ULAK iPhone 6S Case, Luxury Chrome Aluminum Coating Hard Cover with PC Bumper for Apple iPhone 6 & 6S 4.7 inch (Silver)",Cell Phones & Accessories,"Description: iPhone 6S/6 Case Luxury Aluminum Chrome Coating Hybrid Hard Case. This case using only premium quality materials, the silver color matched with precise full access to ports, buttons and all features without ever having to remove your case means you will never again have to leave your Apple iPhone 6/6s 4.7 naked and unprotected. With the slim, thin and lightweight design, the case gives your cellphone a professional, sleek, modern look. Note: color shown in pictures might slightly differ from actual products due to different lightning and color settings.
Features: iPhone 6s case compatible with iPhone 6s 4.7 inch 2015 Release and iPhone 6 4.7 inch 2014 Release, will not fit iPhone 6 Plus 5.5 inch or iPhone 6S plus 5.5 inch iPhone 6S hard case made from brushed metal chrome aluminum and inner rigid PC, providing protection for your iPhone while looking slim and stylish Brushed metal case provides comfortable hand grip and excellent tactile feeling Slim, thin and lightweight design perfectly protects your iPhone 6S & iPhone 6 and gives it a professional, sleek, modern look Fits perfectly on your iPhone 6 / iPhone 6S. Full access to ports, and sensitive button covers allow responsive presses
{""Package Dimensions"": ""8 x 4 x 0.6 inches"", ""Item Weight"": ""4 ounces"", ""Item model number"": ""3309280"", ""Is Discontinued By Manufacturer"": ""No"", ""Special features"": ""Lightweight"", ""Other display features"": ""Wireless"", ""Form Factor"": ""Bumper"", ""Color"": ""Silver"", ""Manufacturer"": ""ULAK"", ""Date First Available"": ""August 19, 2014"", ""Brand"": ""ULAK"", ""Compatible Phone Models"": ""iphone-6-4.7-inch, iPhone 6S, iPhone-6S-Case, iphone-6S-4.7-inch, iPhone 6"", ""Material"": ""Aluminum,Polycarbonate,Plastic,Hard Case""}"
https://m.media-amazon.com/images/I/81bBp1EmX2L._AC_UL1500_.jpg,B09QC96CDF,"Areziir Gapless Elegant Bands Compatible with Samsung Galaxy Watch 4/Watch 5 Band 40mm 44mm/Galaxy Watch 4 Classic 42mm 46mm/Galaxy Watch 5 Pro 45mm,Flower Silicone Pattern Replacement Strap Women Men",AMAZON FASHION,"Features: ✅ Compatible for 2021 Galaxy Watch 4 & 2022 Galaxy Watch 5: The sport silicone galaxy watch 4 /5 bands compatible with Galaxy Watch 4 40mm 44mm/ Galaxy Watch 4 Classic 42mm 46mm/ Galaxy Watch 5 40mm 44mm/Galaxy Watch 5 Pro 45mm (Not for Galaxy Watch 3/ Active 2 1). ✅ No Gaps Sports Design: The gapless original design fits galaxy 4 watch 40mm 44mm 42mm 46mm & galaxy watch 5 40mm 44mm Pro 45mm perfectly.and they don't stick up weirdly on the sides where the gap ""filler"" part is. ✅ Super Cute Floral Printed Patterns: Super easy to install and remove, and also secure. Fairly comfortable,using it for a long time and have had no issues. ✅ Innovative Pin-and-Tuck Closure:Closure design ensures a clean fit and allows you to choose the most comfortable size for yourself, avoid the band from falling off band being loose. The metal part is made of stainless steel, prevents skin from irritation.Easy to install, and one button removal. ✅Hassle-free After-Sale Service:We provides you with the best quality and service. If you have any questions about our watch band, please contact us, we will help you solve your problem within 24 hours.
Details: {""Item model number"": ""galaxy 4 watch classic bands 42mm 46mm"", ""Department"": ""womens"", ""Date First Available"": ""January 13, 2022""}"
https://m.media-amazon.com/images/I/61aRfl+l4cL._AC_SL1131_.jpg,B014V1ST4M,NAKEDCELLPHONE'S Black Ribbed Rubberized Hard Shell CASE Cover + Belt Clip Holster Stand for VERIZON HTC Desire 526 526G+,Cell Phones & Accessories,"Features: 
Details: {""Item Weight"": ""2.88 ounces"", ""Other display features"": ""Wireless"", ""Color"": ""Black"", ""Whats in the box"": ""Kickstand, Belt Clip"", ""Manufacturer"": ""Nakedcellphone"", ""Date First Available"": ""July 26, 2016""}"
