Product Title,average_rating,rating,timestamp,price,features,details,review
"Vanilla by Body Fantasies, 3 Pack 8 oz Fragrance Body Spray for Women",4.7,5.0,2013-12-22 12:14:09.000,27.99,[],"{""Brand"": ""Parfums De Coeur"", ""Item Form"": ""Spray"", ""Item Volume"": ""8 Fluid Ounces"", ""Scent"": ""Vanilla"", ""Age Range (Description)"": ""Adult"", ""Package Dimensions"": ""8.15 x 6.5 x 2.76 inches; 8 Ounces""}",100% happy thank you :-)
Sally Hansen MIRACLE GEL Polish 220 Teal Twin & Gel Top Coat,4.0,5.0,2018-05-31 12:27:43.760,18.25,[],"{""Brand"": ""Sally Hansen"", ""Item Form"": ""Gel"", ""Age Range (Description)"": ""Adult"", ""Unit Count"": ""2 Count"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Dimensions LxWxH"": ""19.5 x 9.12 x 4.25 inches"", ""Product Dimensions"": ""19.5 x 9.12 x 4.25 inches; 3.85 Pounds"", ""UPC"": ""074170431612""}",Love it. Gel even works on regular polish.
"Reusable Shower Cap for Women – Leakproof, Nonslip Hair Cap for Shower w/ Comfy Flexiband – Soft, Breathable Shower Caps for Women Reusable Waterproof – Durable, Heavy Duty Shower Cap by SMPL OBJECTS (Marble)",4.5,5.0,2009-01-21 01:39:28.000,19.99,"['DON’T RISK RUINING YOUR HAIRSTYLE with LEAKY plastic hair caps that DON’T FIT. The SMPL OBJECTS Shower Cap is uniquely designed with our LEAKPROOF, nonslip silicone Forehead Strip, keeping your waterproof shower cap SECURELY IN PLACE without leaving creases. Made to fit head sizes up to a 24” circumference, this hair shower cap features our elastic Flexiband for THE PERFECT COMFY FIT.', 'THE AVERAGE SHOWER HAIR CAP is poorly made with flimsy materials, FALLING APART after a few uses. Crafted out of DURABLE, 100% waterproof polyester with a LIGHTWEIGHT, BREATHABLE feel, our washable shower cap is SOFT TO THE TOUCH and resistant to wrinkling & tearing. So you can count on it for LONG-LASTING PROTECTION against moisture – and say buh-bye to the WASTEFUL CYCLE of plastic hair caps.', 'MAKE EVERY SHOWER A LUXURY – Our quality-made womens shower caps help MAINTAIN YOUR BLOWOUT, natural curls, or whatever hairstyle you rock by LOCKING OUT MOISTURE in the shower. Not only will your follicles benefit from LESS FREQUENT WASHINGS, our shower bonnet will also eliminate the EXTRA TOUCH-UPS you would normally have to do post-shower – SAVING TIME, and saving your mane from EXCESS HEAT.', 'THE ULTIMATE BEAUTY GIFT – in a CHIC, CHARMING PACKAGE. In your choice of 5 VIBRANT PATTERNS, this shower cap for long hair, medium hair, and short hair has a gorgeous retro look that’s SLEEK & STREAMLINED compared to other bulky hair caps for women. Our head cap bonnets make perfect STOCKING STUFFERS, White Elephant gifts, birthday gifts for Mom, or centerpieces for a luxurious SPA GIFT BASKET!', 'At SMPL OBJECTS, we believe self-care is essential to your wellness and beauty – inside and out. As a woman-owned, woman-operated business based in Toronto, we make our reusable shower caps with only the best materials and craftsmanship. Your satisfaction is our top priority. If you don’t love your adult shower cap, our team is standing by to help.FRIENDLY: Go green with this washable, reusable shower cap that helps protect the environment.']","{""Brand"": ""SMPL objects"", ""Material"": ""Polyester"", ""Age Range (Description)"": ""Adult"", ""Pattern"": ""Marble"", ""Number of Items"": ""1"", ""Package Dimensions"": ""9.21 x 6.97 x 0.67 inches; 0.63 Ounces"", ""Manufacturer"": ""SMPL Objects"", ""Country of Origin"": ""China""}","An adorable shower cap that fits my large head. It says it fits up to 24"" head, and mine measures 23.5"". Then I have loads of hair- semi thick, nearly waist length. It all fits! Yet isn't a big bulbous excess of material either. But I am definitely pushing max space available (again, I have a large head).<br /><br />I simply dont wash my hair every day, but I do hop in the shower. I dont notice my hair getting wet at all, but I dont put my head in the water even with this on. I have a spray nozzle for washing and rinsing, so I guess I am able to control where the water reaches better.<br /><br />The fit is surprisingly good. The rear has an elastic portion to provide a nice fit. The spacing left over once in place is reasonable for my large head and mane of hair. I really was skeptical, but am glad I went ahead and got this. I have some cute shower caps, but none as nice as this. The little bow on top makes me feel like I went back in time to the 50s or something. Adorbs!<br /><br />I dont use it for keeping my hair out of face for make up or skin care, but it would certainly do well for that too. Also, if I had pool.. while it isnt a pool cap, if I just wanted something to help keep excess water off my hair while casually wading in a pool, this very well could work for that too."
"Havtyyise-3 sets of men's and women's bathing exfoliating gloves, bath sponge with handle, loofah set is suitable for deep cleansing of the skin and body dead skin remover (about 31 inches long)",3.9,3.0,2015-11-21 21:57:31.000,,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""30.71 x 3.35 x 9.06 inches; 8.78 Ounces""}","This Havtyyise-3 set is nice. I really like the hand mitt. The holes on each side are better than the ones with no holes. This made it easier to get the soap on and keep the mitt on all at the same time.<br /><br />The set comes with a mitt, a handled back scrubber, and a pouf ball. The mitt is the best in the back and the back scrubber comes in second. I do not like the way the pouf ball is made and I don't see it lasting very long. It just flattens out because it is poorly made.<br /><br />I will be recommending this Havtyyise-3 set to family and friends but I will let everybody know about the pouf ball."
Elegant Black Quality Plastic Shark Tooth / Comb Design Head Band / Hair Holder By VAGA,3.8,3.0,2020-08-22 22:40:11.009,3.49,"['To view the full range of products please click on the brand name ""VAGA"" under the title of this listing.', 'Due to the special comb-like design this hair band will hold firmly any kind of hair without uncomfortable pressure on the scalp.', 'The material this hairband is made of is strong and will not break even if stored in the luggage and transported, it is also really easy to clean with soap and warm water.', 'In our shop you can find many fabulous, high quality hair styling accessories that will make it faster and easier for you to create stunning hairdos every day and for special occasions, as if they were made by a professional hairdresser.']","{""Color"": ""Black"", ""Material"": ""Plastic"", ""Brand"": ""VAGA"", ""Size"": ""One Size"", ""Item Form"": ""Elastic"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""661799009348"", ""Manufacturer"": ""VAGA""}","I am totally disappointed with this headband. One it is super cheap and easily bendable which means it will break easily. I have very fine hair so this headband is just horrible with my hair. It sticks up at the top and doesn't hold any hair back because my hair just slides out of it. Now, if someone has very thick hair then this would work perfect for them but for someone like me with very fine hair, this headband just isn't right for me."
"""Cleopatra"" Fair Trade Wooden Hair Pins - Set of Four",4.0,3.0,2017-08-25 16:35:09.094,,[],"{""Package Dimensions"": ""5.4 x 4 x 0.9 inches; 0.8 Ounces"", ""Item model number"": ""AEH220""}","5&#34; is way too long for my waist-length thick hair.  The spikes stick out the far side of whatever updo I have going, and make the whole thing look amateurish and unfinished.  If these came in 2.5 or 3&#34; they'd be great but they are simply too long."
"Imbue Intimate Wash for Women| Vegan Feminine Wash | Alcohol Free, Sulphate Free, Paraben Free, No Artificial Fragrance | 3.38 oz",3.8,4.0,2018-01-15 01:21:21.354,10.8,"['Natural, Plant Based, Vegan Feminine Wash. Formulated with ingredients like Aloe Vera, Neem, Banyan Fig , Tea Tree oil with the added power of Panchvalkala. Panchvalkala is formulation prepared with the barks of five trees mentioned in Indian Traditional Science (Ayurveda) for its effectiveness in vaginal cleansing.', 'Maintains the natural PH balance of the skin and reducing susceptibility to vaginal infections.', 'Helps prevents itching , irritation , odour and dryness.', 'Feminine Wash that is Cruelty Free, Alcohol Free, Paraben Free, Sulphate Free, No Artificial Fragrance', 'Easy to use flip top bottle extremely handy while bathing or showering. Contains 3.38 oz.']","{""Item Form"": ""Liquid"", ""Skin Type"": ""All"", ""Brand"": ""IMBUE"", ""Scent"": ""Tea Tree, Neem, Aloe Vera"", ""Material Feature"": ""Natural, Cruelty Free, Plant Based"", ""Product Dimensions"": ""2.36 x 1.38 x 4.33 inches; 3.38 Ounces"", ""Manufacturer"": ""IMBUE""}","This is a nice intimate wash for women. It is free of alcohol, sulfate and parabens which is great since you don't want those ingredients in there. It is also vegan and plant based which is great. It produces a nice gentle lather that works well and I found I don't need much when I  use it. They made sure that it maintains the natural pH of the skin so you are not prone to infections.<br /><br />The fragrance is ok in my eyes and it works well overall. The price is a bit on the more expensive side considering how much product you get, however considering that it is vegan and all, I think it kind of makes up for it. I am not upset with this product and mine was not expired yet but close, but these types of products can be used at least 3 years past that date so I have no issues with that as well."
"Claw Hair Clips, IKOCO 6 Pack Jaw Clips Stylish Matte Plastic Strong Hold Hair Clamps Box Packaged for Thin Fine Hair with 10Pcs Black Hair ties (2.4Inch)",4.4,5.0,2016-03-26 16:16:19.000,,[],"{""Brand"": ""IKOCO"", ""Hair Type"": ""Fine"", ""Color"": ""Green,Grey"", ""Age Range (Description)"": ""Adult"", ""Material"": ""Plastic, Metal, Acrylic"", ""Product Dimensions"": ""6.25 x 4.25 x 2 inches; 5.89 Ounces""}","In this pack for just over $7 you get 3 different colored hair clips and 2 each color, and then 7 hair ties. The hair clips are gold, silver and black and just beautiful. The hair ties are a plain black. These hair clips are a different, new design and  I wasn’t sure if they would work for my hair, but fear not they did. I have long, but thin hair, thin in density and thin in thickness and this hair clip worked just fine. I had no issues gathering just a section or the entire hair together. Even though the clips are flat in the front I had no issues at all working with these, they are actually quite easy to work with and fit quite comfortably in the hair. The size is big enough to fit my entire hair or just parts of it. They are cute and lovely and the price is not excessive, they are actually inexpensive if you ask me."
"Organic Sweet Almond Oil and Fractionated Coconut Oil Bundle for Hair and Skin, 100% Pure and Natural, Hexane-Free, Moisturizing, For Healthy Skin, Silky Hair, Multiuse Body Oil, 16 fl. Oz X 2",4.5,4.0,2005-09-17 18:04:56.000,,[],"{""Brand"": ""Shiny Leaf"", ""Scent"": ""Almond Oil and Fractionated Coconut"", ""Item Form"": ""Oil"", ""Unit Count"": ""32.00 Fl Oz"", ""Number of Items"": ""2"", ""Package Dimensions"": ""8.62 x 5.04 x 2.48 inches; 2.23 Pounds"", ""UPC"": ""781584950669""}","You get 2 massive bottles of oil, one with sweet almond oil and the other with coconut oil. For each bottle they supply you with a pump dispenser which is great. It makes it so much easier to dispense the oil without making a mess to be honest. Both oils are claimed to be organic which is nice. This will run you $25 which in my eyes is a good deal.<br /><br />These oils can be used direct for skin care and as carrier oils, meaning you can add some essential oils to them to make your own custom oil blends. The oils themselves were pretty much fragrance-free which was a bit disappointing to me, but makes sense since these are often used as carrier oils. When you use this they are pretty lightweight and absorb quickly. I found they do leave the skin a bit greasy, but that is not a surprise since these are oils. That feeling does go away within about 15 minutes or so, so not too bad. All in all a good deal"
Remy Human Hair Pieces Front Clip in Hair #1B Natural Black Fringe Hair Extensions with Hair Temples,3.7,3.0,2016-09-30 06:44:21.000,,[],"{""Material"": ""Human Hair"", ""Hair Type"": ""Straight"", ""Material Feature"": ""Natural"", ""Installation Type"": ""Clip-In"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""9 x 1 x 1 inches; 0.48 Ounces"", ""UPC"": ""615517482166""}",I think this might work for people with smaller heads or smaller faces but I felt it wasn’t wider enough or thick enough to look good on me. The hair was very soft and real looking though!
"SheCotton Premium Cotton Rounds for Face, Lint-Free Turkish Cotton Pads, Makeup-Nail Polish Remover, (3 Pack 350 Count with Extra Travel Pack)",4.3,5.0,2020-12-19 06:22:30.853,,[],"{""Brand"": ""She Cotton"", ""Material"": ""Cotton"", ""Shape"": ""Round"", ""Unit Count"": ""300 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""6.69 x 1.97 x 8.66 inches; 5.61 Ounces"", ""UPC"": ""721450087167""}","SheCotton Premium Cotton Rounds for Face is lint free. Like that  it does not come apart easily for nail polish, make-up removal, etc. You don't get pieces of cotton fibers all over. Recommend."
"Zydeco Chop Chop Cajun Seasoning Base, 8 Ounce Resealable Bags (Pack of Two - 1 Pound Total)",4.7,5.0,2022-05-30 08:14:06.009,,"['All Natural blend of Dehydrated Onion, Dehydrated Garlic, Dehydrated Red and Green Bell Pepper, Dehydrated Celery, Dehydrated Green Onion, and Dehydrated Parsley flakes', 'No MSG, No Salt Added and Gluten Free. Pack of Two 8 Ounce resealable bags (1 Pound total)', 'Use as a replacement for the Cajun Trinity - quick and easy veggie base for gumbo, etouffee, jambalaya, bisques and more', 'Saves time shopping/chopping, money and waste versus keeping produce on hand at all times - ready to add to your favorite dish in just minutes', 'Certified Cajun by the state of Louisiana - From Opelousas, LA deep in the heart of Cajun Country.']","{""Package Dimensions"": ""9.61 x 7.17 x 3.07 inches; 1.41 Pounds"", ""UPC"": ""736684086978"", ""Manufacturer"": ""Zydeco Chop Chop""}",[[VIDEOID:b434b0b7b922fd48028d610c4fef3e38]] Take this out and you can smell it.  Definitely seems like it’ll be effective.<br /><br />I can see this being good for multiple places not just car engines.<br /><br />Overall I’d say it’s nice and I think will work well
BABEYOND Crystal Rhinestone Tiara Headband Happy Birthday Girl Crown Comb Pin (Multicolor),5.0,5.0,2022-02-25 00:23:36.405,,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6.4 x 4.4 x 0.1 inches; 1.59 Ounces"", ""UPC"": ""713965980651""}",My friend loved it. Fit perfectly sparkled and none of the stones were missing. Just beautiful!!!
